ChildID,TeachID.Year1,Age.at.test,Annual.Gross.Income,gender,cond.dum,zero.app.users.year1,matchschool,twin,year1dropout,wjappliedfa13_filter,WJletterwordFa13_filter,WJ.applied.Sp14.filter,WJ.letterword.Sp14.filter,Returned.Parent.Survey.cohort1.Fa13,WJ.Applied.Problems.W.Score.Fa13,WJ.Applied.Problems.GE.Fa13,WJ.Letter.Word.ID.W.Score.Fa13,WJ.Letter.Word.ID.GE.Fa13,WJ.Applied.Problems_W.Score_Sp14,WJ.Applied.Problem_GE_Sp14,WJ.LetterWord.Wscore.Sp14,WJ.LetterWord_GE_Sp14,Relationship.to.Child.Parent.Survey.Fa13,Gender.of.Person.Filling.Out.Survey.Fa13,ParentMAaverage.Fa13,parent.total.math.class.Fa13,avg.use,use.012.groups,in.depth.year1,WScore.Parent.Math.Fluency.Year1,parentMA_mediansplit,parentMathClass_mediansplit
212,10.00,78.00,,0,1.00,0,0,0,0,1.0,1.0,0.0,1.0,1.0,449.0,1.5,392.0,1.0,467.0,2.3,446.0,2.3,Mother,F,1.8,3.0,0.63,1.0,0.0,,1.00,1.00
213,10.00,75.00,6.00,0,1.00,0,0,0,0,1.0,1.0,1.0,1.0,1.0,444.0,1.3,416.0,1.6,471.0,2.6,457.0,2.6,Mother,F,1.6,5.0,1.26,1.0,0.0,,1.00,1.00
214,10.00,78.00,4.00,0,1.00,0,0,0,0,1.0,1.0,1.0,1.0,1.0,453.0,1.7,408.0,1.4,458.0,1.9,442.0,2.2,Mother,F,1.4,5.0,2.56,2.0,0.0,,1.00,1.00
215,10.00,77.00,2.00,0,1.00,0,0,0,0,1.0,1.0,1.0,1.0,1.0,440.0,1.1,404.0,1.3,471.0,2.6,442.0,2.2,Mother,F,2.5,3.0,0.04,0.0,0.0,,2.00,1.00
216,10.00,78.00,3.00,1,1.00,0,0,0,0,1.0,1.0,1.0,1.0,1.0,467.0,2.3,449.0,2.3,458.0,1.9,475.0,3.1,Mother,F,3.0,4.0,2.37,2.0,0.0,,2.00,1.00
217,10.00,77.00,2.00,0,1.00,0,0,0,0,1.0,1.0,1.0,1.0,1.0,436.0,0.9,396.0,1.1,446.0,1.4,435.0,2.0,Mother,F,2.1,6.0,0.07,0.0,0.0,,2.00,2.00
218,10.00,84.00,6.00,1,1.00,0,0,0,0,1.0,1.0,1.0,1.0,1.0,471.0,2.5,427.0,1.8,481.0,3.0,446.0,2.3,Mother,F,1.3,4.0,1.07,1.0,0.0,,1.00,1.00
219,10.00,83.00,4.00,0,1.00,0,0,0,0,1.0,1.0,1.0,1.0,1.0,453.0,1.7,412.0,1.5,463.0,2.1,439.0,2.1,Mother,F,2.9,3.0,0.89,1.0,0.0,,2.00,1.00
220,10.00,80.00,3.00,1,1.00,0,0,0,0,1.0,1.0,1.0,1.0,0.0,440.0,1.1,423.0,1.7,454.0,1.7,446.0,2.3,,,,,0.48,0.0,0.0,,,
221,10.00,81.00,1.00,0,1.00,0,0,0,0,1.0,1.0,1.0,1.0,0.0,453.0,1.7,396.0,1.1,463.0,2.1,435.0,2.0,,,,,0.19,0.0,0.0,,,
222,10.00,76.00,5.00,1,1.00,0,0,0,0,1.0,1.0,1.0,1.0,1.0,436.0,0.9,412.0,1.5,442.0,1.2,449.0,2.4,Mother,F,2.7,5.0,1.37,1.0,0.0,,2.00,1.00
223,10.00,66.00,3.00,1,1.00,0,0,0,0,1.0,1.0,1.0,1.0,1.0,462.0,2.1,491.0,3.9,471.0,2.6,509.0,5.2,Mother,F,1.1,7.0,0.33,0.0,0.0,,1.00,2.00
224,10.00,81.00,3.00,1,1.00,0,0,0,0,1.0,1.0,1.0,1.0,1.0,449.0,1.5,416.0,1.6,463.0,2.1,449.0,2.4,Mother,F,3.0,3.0,0.37,0.0,0.0,,2.00,1.00
225,11.00,77.00,6.00,0,1.00,0,0,0,0,1.0,1.0,1.0,1.0,1.0,490.0,3.6,467.0,2.9,502.0,4.5,487.0,3.7,Mother,F,1.1,8.0,2.45,2.0,0.0,,1.00,2.00
226,11.00,76.00,,0,1.00,0,0,0,0,1.0,1.0,1.0,1.0,1.0,476.0,2.8,483.0,3.5,481.0,3.0,512.0,5.5,Mother,F,2.4,4.0,2.14,2.0,0.0,,2.00,1.00
227,11.00,76.00,6.00,0,1.00,0,0,0,0,1.0,1.0,1.0,1.0,1.0,481.0,3.0,457.0,2.6,467.0,2.3,457.0,2.6,Mother,F,3.5,6.0,1.23,1.0,0.0,,2.00,2.00
228,11.00,76.00,6.00,1,1.00,0,0,0,0,1.0,1.0,1.0,1.0,1.0,449.0,1.5,470.0,3.0,471.0,2.6,484.0,3.5,Mother,F,1.3,5.0,1.00,1.0,0.0,,1.00,1.00
229,11.00,73.00,1.00,0,1.00,0,0,0,0,1.0,1.0,1.0,1.0,1.0,467.0,2.3,494.0,4.1,494.0,3.9,501.0,4.5,Mother,F,1.2,5.0,2.27,2.0,0.0,,1.00,1.00
230,11.00,76.00,3.00,1,1.00,0,0,0,0,1.0,1.0,1.0,1.0,1.0,471.0,2.5,457.0,2.6,490.0,3.6,487.0,3.7,Father,M,1.6,6.0,0.68,1.0,0.0,,1.00,2.00
231,11.00,78.00,4.00,0,1.00,0,0,0,0,1.0,1.0,1.0,1.0,1.0,467.0,2.3,480.0,3.3,512.0,5.6,496.0,4.2,Mother,F,1.8,4.0,3.45,2.0,0.0,,1.00,1.00
232,11.00,83.00,,1,1.00,0,0,0,0,1.0,1.0,1.0,1.0,1.0,481.0,3.0,497.0,4.3,498.0,4.2,507.0,5.0,Mother,F,1.0,7.0,1.50,1.0,0.0,,1.00,2.00
233,11.00,83.00,,0,1.00,0,0,0,0,1.0,1.0,1.0,1.0,0.0,485.0,3.3,489.0,3.8,494.0,3.9,496.0,4.2,,,,,1.36,1.0,0.0,,,
234,11.00,83.00,1.00,1,1.00,0,0,0,0,1.0,1.0,1.0,1.0,1.0,453.0,1.7,449.0,2.3,463.0,2.1,481.0,3.4,Mother,F,4.3,3.0,0.05,0.0,0.0,,2.00,1.00
235,11.00,77.00,3.00,0,1.00,0,0,0,0,1.0,1.0,1.0,1.0,1.0,458.0,1.9,464.0,2.8,471.0,2.6,484.0,3.5,Mother,F,3.3,5.0,1.68,2.0,0.0,,2.00,1.00
236,11.00,73.00,6.00,1,1.00,0,0,0,0,1.0,1.0,1.0,1.0,1.0,485.0,3.3,486.0,3.6,490.0,3.6,493.0,4.0,Mother,F,1.2,11.0,0.95,1.0,0.0,,1.00,2.00
237,11.00,75.00,5.00,1,1.00,0,0,0,0,1.0,1.0,1.0,1.0,1.0,476.0,2.8,473.0,3.1,481.0,3.0,490.0,3.8,Mother,F,2.5,4.0,1.59,2.0,0.0,,2.00,1.00
238,11.00,76.00,6.00,0,1.00,0,0,0,0,1.0,1.0,1.0,1.0,0.0,440.0,1.1,470.0,3.0,476.0,2.8,475.0,3.1,,,,,1.18,1.0,0.0,,,
239,11.00,78.00,2.00,1,1.00,0,0,0,0,1.0,1.0,1.0,1.0,1.0,467.0,2.3,473.0,3.1,458.0,1.9,475.0,3.1,Mother,F,3.7,4.0,0.41,0.0,0.0,,2.00,1.00
240,11.00,77.00,4.00,1,1.00,0,0,0,0,1.0,1.0,1.0,1.0,1.0,462.0,2.1,511.0,5.4,502.0,4.5,520.0,6.5,Mother,F,1.2,5.0,0.50,0.0,0.0,,1.00,1.00
241,11.00,73.00,6.00,0,1.00,0,0,0,0,1.0,1.0,1.0,1.0,1.0,471.0,2.5,460.0,2.7,512.0,5.6,501.0,4.5,Father,M,2.2,5.0,1.09,1.0,0.0,,2.00,1.00
242,11.00,84.00,2.00,0,1.00,0,0,0,0,1.0,1.0,1.0,1.0,0.0,471.0,2.5,494.0,4.1,490.0,3.6,515.0,5.8,,,,,0.59,1.0,0.0,,,
243,11.00,75.00,,1,1.00,0,0,0,0,1.0,1.0,1.0,1.0,1.0,462.0,2.1,467.0,2.9,485.0,3.3,481.0,3.4,Mother,F,3.6,4.0,0.64,1.0,0.0,,2.00,1.00
244,11.00,80.00,4.00,1,1.00,0,0,0,0,1.0,1.0,1.0,1.0,0.0,436.0,0.9,464.0,2.8,463.0,2.1,464.0,2.8,,,,,0.50,0.0,0.0,,,
245,11.00,75.00,3.00,1,1.00,0,0,0,0,1.0,1.0,1.0,1.0,1.0,467.0,2.3,449.0,2.3,476.0,2.8,478.0,3.3,Mother,F,3.0,4.0,0.18,0.0,0.0,,2.00,1.00
246,11.00,75.00,6.00,0,1.00,0,0,0,0,1.0,1.0,1.0,1.0,1.0,476.0,2.8,473.0,3.1,494.0,3.9,481.0,3.4,Mother,F,3.9,4.0,2.18,2.0,1.0,518.0,2.00,1.00
247,11.00,78.00,6.00,1,1.00,0,0,0,0,1.0,1.0,1.0,1.0,1.0,462.0,2.1,491.0,3.9,476.0,2.8,498.0,4.3,Mother,F,2.8,2.0,2.27,2.0,0.0,,2.00,1.00
248,11.00,79.00,5.00,0,1.00,0,0,0,0,1.0,1.0,1.0,1.0,1.0,471.0,2.5,473.0,3.1,498.0,4.2,490.0,3.8,Father,M,1.4,3.0,3.14,2.0,0.0,,1.00,1.00
249,11.00,84.00,5.00,0,1.00,0,0,0,0,1.0,1.0,1.0,1.0,1.0,444.0,1.3,427.0,1.8,450.0,1.6,435.0,2.0,Mother,F,3.1,5.0,2.91,2.0,0.0,,2.00,1.00
250,11.00,83.00,3.00,1,1.00,0,0,0,0,1.0,1.0,1.0,1.0,1.0,444.0,1.3,442.0,2.2,471.0,2.6,460.0,2.7,Mother,F,1.4,4.0,0.32,0.0,0.0,,1.00,1.00
251,12.00,73.00,6.00,1,1.00,0,0,0,0,1.0,1.0,1.0,1.0,1.0,462.0,2.1,457.0,2.6,471.0,2.6,481.0,3.4,Mother,F,1.3,4.0,1.30,1.0,0.0,,1.00,1.00
252,12.00,79.00,4.00,1,1.00,0,0,0,0,1.0,1.0,1.0,1.0,1.0,458.0,1.9,473.0,3.1,502.0,4.5,493.0,4.0,Mother,F,2.4,5.0,2.09,2.0,0.0,,2.00,1.00
253,12.00,74.00,5.00,1,1.00,0,0,0,1,1.0,1.0,0.0,0.0,0.0,436.0,0.9,427.0,1.8,,,,,,,,,,,0.0,,,
254,12.00,77.00,6.00,0,1.00,0,0,0,0,1.0,1.0,0.0,1.0,1.0,453.0,1.7,392.0,1.0,454.0,1.7,420.0,1.7,Mother,F,1.9,5.0,0.61,1.0,0.0,,1.00,1.00
255,12.00,78.00,5.00,1,1.00,0,0,0,0,1.0,1.0,1.0,1.0,1.0,471.0,2.5,442.0,2.2,463.0,2.1,478.0,3.3,Mother,F,2.1,4.0,1.78,2.0,0.0,,2.00,1.00
256,12.00,85.00,4.00,1,1.00,0,0,0,0,1.0,1.0,1.0,1.0,1.0,449.0,1.5,388.0,1.0,450.0,1.6,428.0,1.8,Mother,F,1.6,2.0,0.22,0.0,0.0,,1.00,1.00
257,12.00,84.00,2.00,1,1.00,0,0,0,0,1.0,1.0,1.0,1.0,1.0,453.0,1.7,408.0,1.4,450.0,1.6,457.0,2.6,Mother,F,2.0,3.0,0.65,1.0,0.0,,1.00,1.00
258,12.00,80.00,,1,1.00,0,0,0,0,1.0,1.0,1.0,1.0,1.0,467.0,2.3,420.0,1.6,485.0,3.3,464.0,2.8,Mother,F,1.6,4.0,0.48,0.0,0.0,,1.00,1.00
259,12.00,75.00,6.00,1,1.00,0,0,0,0,1.0,1.0,1.0,1.0,1.0,458.0,1.9,396.0,1.1,454.0,1.7,435.0,2.0,Mother,F,1.7,7.0,0.65,1.0,0.0,,1.00,2.00
260,12.00,74.00,5.00,0,1.00,0,0,0,0,1.0,1.0,1.0,1.0,1.0,467.0,2.3,453.0,2.4,494.0,3.9,487.0,3.7,Mother,F,2.1,2.0,0.96,1.0,0.0,,2.00,1.00
261,12.00,81.00,4.00,0,1.00,0,0,0,0,1.0,1.0,1.0,1.0,1.0,471.0,2.5,460.0,2.7,467.0,2.3,475.0,3.1,Father,M,2.4,4.0,0.30,0.0,0.0,,2.00,1.00
262,12.00,86.00,3.00,1,1.00,0,0,0,0,1.0,1.0,1.0,1.0,0.0,453.0,1.7,412.0,1.5,458.0,1.9,449.0,2.4,,,,,1.26,1.0,0.0,,,
263,12.00,81.00,5.00,1,1.00,0,0,0,0,1.0,1.0,1.0,1.0,0.0,444.0,1.3,420.0,1.6,471.0,2.6,442.0,2.2,,,,,0.00,0.0,0.0,,,
264,12.00,76.00,6.00,1,1.00,0,0,0,0,1.0,1.0,1.0,1.0,1.0,453.0,1.7,392.0,1.0,439.0,1.0,431.0,1.9,Mother,F,1.2,4.0,2.26,2.0,0.0,,1.00,1.00
266,12.00,73.00,1.00,1,1.00,0,0,0,0,1.0,1.0,1.0,1.0,1.0,458.0,1.9,420.0,1.6,476.0,2.8,453.0,2.5,Mother,F,2.5,4.0,2.57,2.0,0.0,,2.00,1.00
267,13.00,78.00,2.00,1,1.00,0,0,0,0,1.0,1.0,1.0,1.0,1.0,458.0,1.9,446.0,2.3,454.0,1.7,471.0,3.0,Mother,F,3.6,3.0,1.29,1.0,0.0,,2.00,1.00
268,13.00,75.00,5.00,1,1.00,0,0,0,0,1.0,1.0,1.0,1.0,1.0,449.0,1.5,408.0,1.4,476.0,2.8,460.0,2.7,Mother,F,2.6,,1.75,2.0,0.0,,2.00,
269,13.00,83.00,5.00,0,1.00,0,0,0,0,1.0,1.0,1.0,1.0,1.0,453.0,1.7,412.0,1.5,442.0,1.2,431.0,1.9,Mother,F,1.8,8.0,1.89,2.0,0.0,,1.00,2.00
270,13.00,76.00,5.00,1,1.00,0,0,0,0,1.0,1.0,1.0,1.0,1.0,458.0,1.9,457.0,2.6,485.0,3.3,478.0,3.3,Mother,F,1.6,2.0,1.14,1.0,0.0,,1.00,1.00
271,13.00,82.00,5.00,1,1.00,0,0,0,0,1.0,1.0,1.0,1.0,1.0,453.0,1.7,453.0,2.4,467.0,2.3,468.0,2.9,Mother,F,2.7,5.0,0.36,0.0,0.0,,2.00,1.00
272,13.00,83.00,1.00,1,1.00,1,0,0,0,1.0,1.0,1.0,1.0,0.0,436.0,0.9,453.0,2.4,454.0,1.7,464.0,2.8,,,,,0.00,0.0,0.0,,,
273,13.00,74.00,3.00,0,1.00,0,0,0,0,1.0,1.0,1.0,1.0,1.0,462.0,2.1,400.0,1.2,467.0,2.3,453.0,2.5,Mother,F,2.8,4.0,1.89,2.0,0.0,,2.00,1.00
274,13.00,81.00,2.00,1,1.00,0,0,0,1,1.0,1.0,0.0,0.0,0.0,440.0,1.1,369.0,0.5,,,,,,,,,0.36,0.0,0.0,,,
275,13.00,76.00,3.00,0,1.00,0,0,0,1,1.0,1.0,0.0,0.0,1.0,462.0,2.1,420.0,1.6,,,,,Mother,F,1.6,3.0,0.39,0.0,0.0,,1.00,1.00
276,13.00,80.00,2.00,0,1.00,0,0,0,0,1.0,1.0,1.0,1.0,1.0,462.0,2.1,506.0,4.9,498.0,4.2,504.0,4.8,Mother,F,3.4,1.0,2.04,2.0,0.0,,2.00,1.00
277,13.00,77.00,1.00,1,1.00,1,0,0,0,1.0,1.0,1.0,1.0,1.0,444.0,1.3,446.0,2.3,458.0,1.9,464.0,2.8,Mother,F,2.4,1.0,0.00,0.0,0.0,,2.00,1.00
278,13.00,80.00,4.00,0,1.00,0,0,0,0,1.0,1.0,1.0,1.0,1.0,458.0,1.9,416.0,1.6,471.0,2.6,449.0,2.4,Mother,F,1.7,5.0,1.86,2.0,0.0,,1.00,1.00
279,13.00,82.00,3.00,1,1.00,0,0,0,0,1.0,1.0,1.0,1.0,1.0,449.0,1.5,408.0,1.4,463.0,2.1,453.0,2.5,Mother,F,1.6,6.0,0.07,0.0,0.0,,1.00,2.00
280,13.00,74.00,3.00,0,1.00,0,0,0,0,1.0,1.0,1.0,1.0,1.0,453.0,1.7,464.0,2.8,463.0,2.1,487.0,3.7,Mother,F,1.4,2.0,0.68,1.0,0.0,,1.00,1.00
281,13.00,80.00,3.00,1,1.00,0,0,0,0,1.0,1.0,1.0,1.0,1.0,440.0,1.1,408.0,1.4,442.0,1.2,453.0,2.5,Mother,F,2.9,6.0,0.18,0.0,0.0,,2.00,2.00
282,14.00,73.00,2.00,0,1.00,0,1,0,0,0.0,1.0,1.0,1.0,1.0,462.0,2.1,460.0,2.7,476.0,2.8,487.0,3.7,Mother,F,2.2,4.0,0.13,0.0,0.0,,2.00,1.00
283,14.00,74.00,,0,1.00,0,1,0,0,1.0,1.0,1.0,1.0,0.0,436.0,0.9,404.0,1.3,463.0,2.1,442.0,2.2,,,,,0.12,0.0,0.0,,,
284,14.00,81.00,,0,1.00,0,1,0,0,1.0,1.0,1.0,1.0,1.0,453.0,1.7,427.0,1.8,485.0,3.3,464.0,2.8,Father,M,3.5,8.0,0.50,0.0,1.0,517.0,2.00,2.00
285,14.00,79.00,3.00,0,1.00,0,1,0,0,1.0,1.0,1.0,1.0,1.0,440.0,1.1,392.0,1.0,450.0,1.6,449.0,2.4,Mother,F,2.9,6.0,0.04,0.0,0.0,,2.00,2.00
287,14.00,77.00,,1,1.00,0,1,0,0,1.0,1.0,1.0,1.0,0.0,436.0,0.9,438.0,2.1,494.0,3.9,478.0,3.3,,,,,1.72,2.0,0.0,,,
289,14.00,82.00,6.00,0,1.00,0,1,0,0,1.0,1.0,1.0,0.0,1.0,449.0,1.5,438.0,2.1,481.0,3.0,464.0,2.8,Mother,F,3.4,4.0,1.48,1.0,1.0,541.0,2.00,1.00
290,14.00,79.00,6.00,1,1.00,0,1,0,0,1.0,1.0,1.0,1.0,1.0,471.0,2.5,486.0,3.6,502.0,4.5,496.0,4.2,Mother,F,3.1,5.0,0.32,0.0,1.0,508.0,2.00,1.00
291,14.00,74.00,5.00,1,1.00,0,1,0,0,1.0,1.0,1.0,1.0,1.0,440.0,1.1,473.0,3.1,458.0,1.9,471.0,3.0,Mother,F,1.0,8.0,1.32,1.0,0.0,,1.00,2.00
292,14.00,82.00,4.00,0,1.00,0,1,0,0,1.0,1.0,1.0,1.0,1.0,471.0,2.5,477.0,3.2,481.0,3.0,468.0,2.9,Mother,F,1.7,5.0,0.48,0.0,0.0,,1.00,1.00
293,14.00,83.00,6.00,0,1.00,0,1,0,0,1.0,1.0,1.0,1.0,1.0,453.0,1.7,449.0,2.3,494.0,3.9,498.0,4.3,Mother,F,1.8,2.0,1.28,1.0,0.0,,1.00,1.00
294,14.00,75.00,2.00,0,1.00,0,1,0,0,1.0,1.0,1.0,1.0,1.0,485.0,3.3,480.0,3.3,490.0,3.6,487.0,3.7,Mother,F,1.4,,2.28,2.0,0.0,,1.00,
295,14.00,83.00,6.00,0,1.00,1,1,0,0,1.0,1.0,1.0,1.0,1.0,462.0,2.1,420.0,1.6,490.0,3.6,478.0,3.3,Mother,F,3.4,3.0,0.00,0.0,0.0,,2.00,1.00
296,14.00,84.00,2.00,0,0.00,0,1,1,0,1.0,1.0,1.0,1.0,1.0,453.0,1.7,412.0,1.5,481.0,3.0,460.0,2.7,Mother,F,3.2,7.0,0.00,0.0,0.0,,2.00,2.00
297,15.00,84.00,2.00,0,0.00,0,1,1,0,1.0,1.0,1.0,1.0,1.0,453.0,1.7,420.0,1.6,471.0,2.6,446.0,2.3,Mother,F,3.2,7.0,0.00,0.0,0.0,,2.00,2.00
298,14.00,72.00,4.00,0,1.00,0,1,0,0,1.0,1.0,1.0,1.0,1.0,467.0,2.3,446.0,2.3,485.0,3.3,471.0,3.0,Mother,F,2.2,,1.96,2.0,0.0,,2.00,
300,14.00,84.00,1.00,1,1.00,0,1,0,1,1.0,1.0,0.0,0.0,1.0,444.0,1.3,404.0,1.3,,,,,Mother,F,2.0,7.0,0.00,0.0,0.0,,1.00,2.00
301,14.00,84.00,6.00,1,1.00,0,1,0,0,1.0,1.0,1.0,1.0,1.0,467.0,2.3,506.0,4.9,458.0,1.9,512.0,5.5,Mother,F,2.6,4.0,0.28,0.0,1.0,534.0,2.00,1.00
303,15.00,77.00,2.00,0,0.00,0,1,0,0,1.0,1.0,1.0,1.0,1.0,453.0,1.7,408.0,1.4,481.0,3.0,460.0,2.7,Mother,F,1.6,5.0,0.88,1.0,0.0,,1.00,1.00
304,15.00,73.00,2.00,0,0.00,0,1,0,0,1.0,1.0,1.0,1.0,1.0,432.0,0.7,374.0,0.6,435.0,0.8,405.0,1.3,Mother,F,3.8,3.0,4.00,2.0,0.0,,2.00,1.00
305,15.00,74.00,,0,0.00,0,1,0,0,1.0,1.0,1.0,1.0,1.0,458.0,1.9,420.0,1.6,471.0,2.6,460.0,2.7,Mother,F,3.5,2.0,0.24,0.0,0.0,,2.00,1.00
306,15.00,75.00,1.00,0,0.00,0,1,0,0,1.0,1.0,1.0,1.0,1.0,453.0,1.7,423.0,1.7,471.0,2.6,478.0,3.3,Mother,F,1.8,5.0,0.44,0.0,0.0,,1.00,1.00
307,15.00,79.00,3.00,0,0.00,0,1,0,0,1.0,1.0,1.0,1.0,1.0,467.0,2.3,423.0,1.7,494.0,3.9,446.0,2.3,Father,M,2.2,2.0,1.20,1.0,0.0,,2.00,1.00
308,15.00,80.00,1.00,1,0.00,0,1,0,0,1.0,1.0,1.0,1.0,1.0,453.0,1.7,400.0,1.2,454.0,1.7,446.0,2.3,Mother,F,2.0,5.0,0.80,1.0,0.0,,1.00,1.00
309,15.00,77.00,4.00,0,0.00,0,1,0,0,0.0,1.0,1.0,1.0,1.0,436.0,0.9,442.0,2.2,450.0,1.6,471.0,3.0,Mother,F,1.4,6.0,0.84,1.0,0.0,,1.00,2.00
310,15.00,75.00,1.00,0,0.00,1,1,0,0,1.0,1.0,1.0,1.0,0.0,411.0,0.0,384.0,0.9,428.0,0.5,417.0,1.6,,,,,0.00,0.0,0.0,,,
311,15.00,75.00,4.00,1,0.00,0,1,0,0,1.0,1.0,1.0,1.0,1.0,436.0,0.9,434.0,2.0,458.0,1.9,490.0,3.8,Mother,F,1.0,5.0,3.46,2.0,0.0,,1.00,1.00
312,15.00,76.00,5.00,0,0.00,1,1,0,0,1.0,1.0,1.0,1.0,0.0,423.0,0.3,412.0,1.5,467.0,2.3,460.0,2.7,,,,,0.00,0.0,0.0,,,
314,15.00,72.00,,0,0.00,1,1,0,0,1.0,1.0,1.0,1.0,1.0,436.0,0.9,408.0,1.4,442.0,1.2,439.0,2.1,Mother,F,2.0,8.0,0.00,0.0,0.0,,1.00,2.00
315,15.00,73.00,6.00,1,0.00,0,1,0,0,1.0,1.0,1.0,1.0,0.0,449.0,1.5,423.0,1.7,458.0,1.9,453.0,2.5,,,,,1.60,2.0,0.0,,,
316,15.00,81.00,6.00,1,0.00,0,1,0,0,1.0,1.0,1.0,1.0,1.0,467.0,2.3,464.0,2.8,506.0,4.8,490.0,3.8,Mother,F,1.0,6.0,0.92,1.0,0.0,,1.00,2.00
317,14.00,74.00,4.00,0,1.00,0,1,0,0,1.0,1.0,1.0,1.0,1.0,476.0,2.8,449.0,2.3,471.0,2.6,478.0,3.3,Mother,F,2.4,4.0,1.32,1.0,0.0,,2.00,1.00
318,14.00,83.00,2.00,0,1.00,0,1,0,0,1.0,1.0,1.0,1.0,1.0,458.0,1.9,453.0,2.4,463.0,2.1,475.0,3.1,Mother,F,4.5,2.0,0.96,1.0,0.0,,2.00,1.00
319,3.00,56.00,5.00,1,1.00,0,0,0,0,1.0,1.0,1.0,1.0,1.0,444.0,1.3,388.0,1.0,454.0,1.7,413.0,1.5,Mother,F,4.6,6.0,2.00,2.0,1.0,515.0,2.00,2.00
320,3.00,77.00,,1,1.00,0,0,0,0,1.0,1.0,1.0,1.0,0.0,449.0,1.5,449.0,2.3,476.0,2.8,478.0,3.3,,,,,0.08,0.0,0.0,,,
321,5.00,,6.00,1,1.00,1,0,0,0,0.0,0.0,1.0,1.0,0.0,,,,,498.0,4.2,512.0,5.5,,,,,,,0.0,,,
322,16.00,81.00,6.00,1,1.00,0,1,0,0,1.0,1.0,1.0,1.0,1.0,467.0,2.3,453.0,2.4,485.0,3.3,471.0,3.0,Mother,F,3.5,2.0,2.19,2.0,1.0,513.0,2.00,1.00
323,16.00,78.00,6.00,0,1.00,0,1,0,0,1.0,1.0,1.0,1.0,1.0,490.0,3.6,483.0,3.5,506.0,4.8,498.0,4.3,Mother,F,1.3,6.0,1.33,1.0,0.0,,1.00,2.00
324,16.00,77.00,6.00,1,0.00,0,1,1,0,1.0,1.0,1.0,1.0,1.0,440.0,1.1,412.0,1.5,463.0,2.1,468.0,2.9,Father,M,1.0,7.0,0.74,1.0,0.0,,1.00,2.00
325,17.00,84.00,6.00,0,0.00,0,1,0,0,1.0,1.0,1.0,1.0,1.0,471.0,2.5,477.0,3.2,485.0,3.3,481.0,3.4,Mother,F,1.4,5.0,1.74,2.0,1.0,,1.00,1.00
326,16.00,77.00,3.00,0,1.00,0,1,0,0,1.0,1.0,1.0,1.0,1.0,440.0,1.1,384.0,0.9,458.0,1.9,420.0,1.7,Mother,F,1.3,4.0,1.89,2.0,1.0,536.0,1.00,1.00
327,16.00,76.00,6.00,1,1.00,0,1,0,0,1.0,1.0,1.0,1.0,1.0,458.0,1.9,494.0,4.1,494.0,3.9,496.0,4.2,Mother,F,1.0,8.0,0.56,1.0,0.0,,1.00,2.00
328,16.00,74.00,6.00,0,1.00,0,1,0,0,1.0,1.0,1.0,1.0,0.0,471.0,2.5,497.0,4.3,498.0,4.2,509.0,5.2,,,,,0.15,0.0,0.0,,,
329,16.00,75.00,6.00,1,1.00,0,1,0,0,1.0,1.0,1.0,1.0,1.0,471.0,2.5,460.0,2.7,485.0,3.3,490.0,3.8,Father,M,1.4,8.0,0.89,1.0,1.0,525.0,1.00,2.00
330,16.00,81.00,1.00,0,1.00,0,1,0,0,1.0,1.0,1.0,1.0,1.0,467.0,2.3,420.0,1.6,485.0,3.3,471.0,3.0,Mother,F,3.1,3.0,1.07,1.0,0.0,,2.00,1.00
331,16.00,74.00,2.00,0,1.00,1,1,0,0,1.0,1.0,1.0,1.0,1.0,467.0,2.3,388.0,1.0,490.0,3.6,446.0,2.3,Mother,F,2.9,4.0,0.00,0.0,0.0,,2.00,1.00
332,16.00,83.00,4.00,1,1.00,0,1,0,0,1.0,1.0,1.0,1.0,1.0,481.0,3.0,470.0,3.0,494.0,3.9,496.0,4.2,Father,M,3.7,3.0,1.22,1.0,1.0,,2.00,1.00
333,16.00,76.00,6.00,1,1.00,0,1,0,0,1.0,1.0,1.0,1.0,1.0,481.0,3.0,511.0,5.4,506.0,4.8,512.0,5.5,Mother,F,2.2,5.0,1.93,2.0,1.0,548.0,2.00,1.00
334,16.00,84.00,6.00,1,1.00,0,1,0,0,1.0,1.0,1.0,1.0,1.0,467.0,2.3,446.0,2.3,498.0,4.2,487.0,3.7,Mother,F,2.2,6.0,1.85,2.0,0.0,,2.00,2.00
335,16.00,83.00,2.00,1,1.00,0,1,0,0,1.0,1.0,1.0,1.0,1.0,467.0,2.3,396.0,1.1,471.0,2.6,439.0,2.1,Mother,F,1.8,6.0,1.67,2.0,0.0,,1.00,2.00
336,16.00,81.00,4.00,0,1.00,0,1,0,0,1.0,1.0,1.0,1.0,1.0,453.0,1.7,442.0,2.2,498.0,4.2,471.0,3.0,Mother,F,2.6,4.0,0.93,1.0,0.0,,2.00,1.00
337,16.00,77.00,4.00,1,1.00,0,1,0,0,1.0,1.0,1.0,1.0,1.0,467.0,2.3,473.0,3.1,490.0,3.6,484.0,3.5,Mother,F,1.2,5.0,1.19,1.0,0.0,,1.00,1.00
339,16.00,73.00,6.00,1,1.00,0,1,0,0,1.0,1.0,1.0,1.0,1.0,453.0,1.7,446.0,2.3,463.0,2.1,475.0,3.1,Father,M,1.8,5.0,3.11,2.0,0.0,,1.00,1.00
